Text,Date,No_of_likes,No_of_comments,Year,Clean_Text,Sentiment,Confidence
#Churu Lok Sabha Seat: Assembly constituencies 1) Nohar 2) Bhadra 3) Sadulpur 4)Taranagar 5)Sardarshahar 6) Churu 7)Ratangarh 8) Sujangarh Caste Equation: Muslim- 9.4% SC- 22.3% Jat- 23% Sikh- 3.0% #RuralVoters: 75.6% #UrbanVoters: 24.4%,2023-12-25 05:47:00,3,0,2024,Churu Lok Sabha Seat: Assembly constituencies 1) Nohar 2) Bhadra 3) Sadulpur 4)Taranagar 5)Sardarshahar 6) Churu 7)Ratangarh 8) Sujangarh Caste Equation: Muslim- 9.4% SC- 22.3% Jat- 23% Sikh- 3.0% RuralVoters: 75.6% UrbanVoters: 24.4%,neutral,0.917259693145752
How many seats Congress will win in Telangana out of 28 loksabha seats,2023-12-25 07:53:00,0,1,2024,How many seats Congress will win in Telangana out of 28 loksabha seats,neutral,0.8958183526992798
"#WATCH | Lok Sabha MPs C Thomas and AM Ariff suspended for the winter session of Parliament for ""displaying placards and entering the Well of the House""",2023-12-20 09:13:00,270,12,2024,"WATCH | Lok Sabha MPs C Thomas and AM Ariff suspended for the winter session of Parliament for ""displaying placards and entering the Well of the House""",negative,0.5654313564300537
Congress walo se Twitter me bakloli karwa lo. Loksabha me 2 seat se jyada nahi milane wali. Start working day and night to increase your numbers.,2023-12-25 07:51:00,1,0,2024,Congress walo se Twitter me bakloli karwa lo. Loksabha me 2 seat se jyada nahi milane wali. Start working day and night to increase your numbers.,neutral,0.736818253993988
Loksabha jaenge wo,2023-12-25 07:49:00,1,0,2024,Loksabha jaenge wo,neutral,0.8019905686378479
"‘Loot ki Dukaan', 'failed product': PM Modi targets Rahul Gandhi in Lok Sabha speech https://timesofindia.indiatimes.com/india/loot-ki-dukaan-failed-product-pm-modi-targets-rahul-gandhi-in-lok-sabha-speech/articleshow/102614770.cms?from=mdr via NaMo App",2023-12-25 07:49:00,0,0,2024,"‘Loot ki Dukaan', 'failed product': PM Modi targets Rahul Gandhi in Lok Sabha speech via NaMo App",negative,0.7542538642883301
"Had the privilege to speak on the BN (2nd) Sanhita, NS (2nd) Sanhita & Sakshya (2nd) Bills, 2023 in Lok Sabha. In addition to thanking our Hon. Prime Minister Shri @narendramodi ji & Hon. Home Minister Shri @AmitShah ji for bringing this important bill, I have requested the inclusion of stricter punishment for cases related to sexual assault on animals. Justice must not evade those who cannot ask for it.",2023-12-20 12:02:00,215,22,2024,"Had the privilege to speak on the BN (2nd) Sanhita, NS (2nd) Sanhita & Sakshya (2nd) Bills, 2023 in Lok Sabha. In addition to thanking our Hon. Prime Minister Shri ji & Hon. Home Minister Shri ji for bringing this important bill, I have requested the inclusion of stricter punishment for cases related to sexual assault on animals. Justice must not evade those who cannot ask for it.",positive,0.5509374737739563
WATCH | ओपिनियन पोल पर बोले सांसद मनोज तिवारी सर्वे से भी बेहतर नतीजा होगा- मनोज देखिए '12 से 2- पॉलिटिकल शो' @vivekstake के साथ https://abplive.com/live-tv | @ahmadbelalji #AbpCVoter #OponionPolls #Loksabha #BJP #ManojTiwari,2023-12-25 07:47:00,17,3,2024,WATCH | ओपिनियन पोल पर बोले सांसद मनोज तिवारी सर्वे से भी बेहतर नतीजा होगा- मनोज देखिए '12 से 2- पॉलिटिकल शो' के साथ | AbpCVoter OponionPolls Loksabha BJP ManojTiwari,neutral,0.8670485615730286
Congress has zero seats in West Bengal Assembly & 2 seats in Lok Sabha. Recently won Sagar Dighi assembly seat but your MLA jumped ship & joined TMC. BJP seats are more in rural & North Bengal.,2023-12-25 07:48:00,0,0,2024,Congress has zero seats in West Bengal Assembly & 2 seats in Lok Sabha. Recently won Sagar Dighi assembly seat but your MLA jumped ship & joined TMC. BJP seats are more in rural & North Bengal.,neutral,0.5383243560791016
In 2022 Assembly Elections @INCIndia lost it's Security Deposits on all 5 Assembly segments forming part of Amethi Lok Sabha Constituency. If they really cared then they would visited the Constituency every month or two.,2023-12-25 07:47:00,0,0,2024,In 2022 Assembly Elections lost it's Security Deposits on all 5 Assembly segments forming part of Amethi Lok Sabha Constituency. If they really cared then they would visited the Constituency every month or two.,negative,0.716398298740387
"""Our target is to get 51% vote share in 2024 elections. Prime Minister #Narendra & Home Minister #AmitShah held the meeting till late night. Different strategies will be prepared for Lok Sabha & Assembly elections. More focus will be given to Odisha. Central leaders will visit Odisha soon. Strategies have been prepared for a record win in 2024 in comparison to 2019,"" says #Odisha #BJP chief Manmohan Samal on BJP office bearers’ meet in Delhi (File Photo)",2023-12-25 07:47:00,4,0,2024,"""Our target is to get 51% vote share in 2024 elections. Prime Minister Narendra & Home Minister AmitShah held the meeting till late night. Different strategies will be prepared for Lok Sabha & Assembly elections. More focus will be given to Odisha. Central leaders will visit Odisha soon. Strategies have been prepared for a record win in 2024 in comparison to 2019,"" says Odisha BJP chief Manmohan Samal on BJP office bearers’ meet in Delhi (File Photo)",neutral,0.5515367984771729
"Bhajpa ko tabadtod videshi company ko bulakar berojgari door Krna chahiye anyatha kshetriya party loksabha me hawi hongi....Bhajpa diwaswapna me nhi rhe,sirf Ram mandir ,p.o.k.ya laddakh se kaam nhi chlega clean vision public ko chahiye.@_nupursharma @AmitShah @DrSJaishankar",2023-12-25 07:45:00,0,0,2024,"Bhajpa ko tabadtod videshi company ko bulakar berojgari door Krna chahiye anyatha kshetriya party loksabha me hawi hongi....Bhajpa diwaswapna me nhi rhe,sirf Ram mandir ,p.o.k.ya laddakh se kaam nhi chlega clean vision public ko chahiye.",neutral,0.6716077923774719
"For Lok Sabha Elections 2024, BJP will focus on positive campaigning and avoid mentioning negative topics. #LokSabhaElections2024 #ModiHaiNaa",2023-12-25 07:45:00,0,0,2024,"For Lok Sabha Elections 2024, BJP will focus on positive campaigning and avoid mentioning negative topics. LokSabhaElections2024 ModiHaiNaa",neutral,0.5523765087127686
"J&K Congress leaders to meet Kharge, discuss Lok Sabha election preparations https://www.takeonedigitalnetwork.com/jk-congress-leaders-to-meet-kharge-discuss-lok-sabha-election-preparations/",2023-12-25 07:44:00,0,0,2024,"J&K Congress leaders to meet Kharge, discuss Lok Sabha election preparations",neutral,0.9501651525497437
“Why Is He Crying Like A Child?”: Kalyan Banerjee #KalyanBanerjee #mimicry #LokSabha #JagdeepDhankhar Read Article: https://hwnews.in/news/national/why-is-he-crying-like-a-child-kalyan-banerjee/,2023-12-25 07:43:00,0,0,2024,“Why Is He Crying Like A Child?”: Kalyan Banerjee KalyanBanerjee mimicry LokSabha JagdeepDhankhar Read Article:,neutral,0.5662472248077393
"KARNATAKA LOKSABHA POLITICAL BREAKING: #SumalataGoogly: Mandya MP Sumalata MISLEADS KARNATAKA.! #STATEMENT: I'M STILL AN INDEPENDENT MP; I'VE NO CONNECTION WITH THE BJP. 📌I HAD JUST SUPPORTED THE BJP in Assembly Polls. 📌My contest in Mandya is Certain, if BJP denies me to offer Mandya ticket, I'll contest as an INDEPENDENT.!",2023-12-24 08:22:00,267,9,2024,"KARNATAKA LOKSABHA POLITICAL BREAKING: SumalataGoogly: Mandya MP Sumalata MISLEADS KARNATAKA.! STATEMENT: I'M STILL AN INDEPENDENT MP; I'VE NO CONNECTION WITH THE BJP. 📌I HAD JUST SUPPORTED THE BJP in Assembly Polls. 📌My contest in Mandya is Certain, if BJP denies me to offer Mandya ticket, I'll contest as an INDEPENDENT.!",neutral,0.7805846333503723
"Isko ghanta kuch nhi milega, sunil konugulu dekhega loksabha ke bad se",2023-12-25 07:40:00,4,0,2024,"Isko ghanta kuch nhi milega, sunil konugulu dekhega loksabha ke bad se",neutral,0.4904748499393463
BREAKING | Parliament Passes Bill On Election Commissioners Appointment; CJI Dropped From Selection Panel #LokSabha #ElectionCommission @awstika https://www.livelaw.in/top-stories/lok-sabha-appointment-chief-election-commissioner-election-commissioners-245090,2023-12-21 08:19:00,1393,240,2024,BREAKING | Parliament Passes Bill On Election Commissioners Appointment; CJI Dropped From Selection Panel LokSabha ElectionCommission,neutral,0.8408408761024475
विरोधी पक्ष एकत्र आला नाही तर महाराष्ट्रातील लोकसभेच्या ४८ जागा ताकदीनं लढवणार - प्रकाश आंबेडकर . . . #prakashambedekar #SujatAmbedkar #pune #election #LokSabha #maharashtra #Opposition #rashtrasanchar #maharashtranews #marathinews #Devara #SalmanKhan #ArrestSandeepSingh,2023-12-25 07:39:00,0,0,2024,विरोधी पक्ष एकत्र आला नाही तर महाराष्ट्रातील लोकसभेच्या ४८ जागा ताकदीनं लढवणार - प्रकाश आंबेडकर . . . prakashambedekar SujatAmbedkar pune election LokSabha maharashtra Opposition rashtrasanchar maharashtranews marathinews Devara SalmanKhan ArrestSandeepSingh,neutral,0.7880692481994629
No Alternative To PM Modi In 2024 Lok Sabha Polls: Ajit Pawar https://www.ndtv.com/india-news/no-alternative-to-pm-narendra-modi-in-2024-lok-sabha-polls-ajit-pawar-4738366,2023-12-25 06:51:00,17,6,2024,No Alternative To PM Modi In 2024 Lok Sabha Polls: Ajit Pawar,neutral,0.8753761649131775
From file: A war of words broke out between the BJP and the Congress on Wednesday over senior lawyer and Congress leader Kapil Sibal’s submission in the Supreme Court requesting it to defer hearing on the Ram Mandir till the 2019 Lok Sabha polls.,2023-12-25 07:37:00,0,0,2024,From file: A war of words broke out between the BJP and the Congress on Wednesday over senior lawyer and Congress leader Kapil Sibal’s submission in the Supreme Court requesting it to defer hearing on the Ram Mandir till the 2019 Lok Sabha polls.,neutral,0.7986308932304382
"Lok Sabha recorded 74% productivity, says Speaker https://timesofindia.indiatimes.com/india/lok-sabha-recorded-74-productivity-says-speaker/articleshow/106195067.cms via NaMo App",2023-12-25 07:37:00,0,0,2024,"Lok Sabha recorded 74% productivity, says Speaker via NaMo App",neutral,0.5273207426071167
https://www.teluguone.com/news/content/sharmila-to-contest-from-kadapa-loksabha-as-tdp-candidate-25-167615.html కడప నుంచి టీడీపీ అభ్యర్థిగా లోక్ సభకు షర్మిల.. లోకేష్ కు క్రిస్మస్ గిఫ్ట్ సంకేతం ఇదేనా? #sharmila #Lokesh #gifted #Jagan #shock #Kadapa #LokSabha #TDP #candidates #Contest,2023-12-25 07:36:00,0,0,2024,కడప నుంచి టీడీపీ అభ్యర్థిగా లోక్ సభకు షర్మిల.. లోకేష్ కు క్రిస్మస్ గిఫ్ట్ సంకేతం ఇదేనా? sharmila Lokesh gifted Jagan shock Kadapa LokSabha TDP candidates Contest,neutral,0.765057384967804
AAP will struggle to get more than 2 seats in Lok Sabha in 2024 .. both from Punjab,2023-12-25 07:35:00,0,0,2024,AAP will struggle to get more than 2 seats in Lok Sabha in 2024 .. both from Punjab,negative,0.6393913626670837
"Wishing Happy Birthday to Hon'ble Minister of State for Social Justice and Empowerment, Govt. of India🇮🇳 Shri @RamdasAthawale Ji. Prayers to god for his happiness and good health.",2023-12-25 05:30:00,8,0,2024,"Wishing Happy Birthday to Hon'ble Minister of State for Social Justice and Empowerment, Govt. of India🇮🇳 Shri Ji. Prayers to god for his happiness and good health.",positive,0.984039843082428
I pay my humble tributes to Bharat🇮🇳 Ratna #AtalBihariVajpayee Ji on his Jayanti. Today we stand strong as a nation with commitment of progress & growth by following the path of Atal Ji. He inspired and ruled millions of hearts with his work. @BJP4India | @narendramodi,2023-12-25 06:31:00,9,0,2024,I pay my humble tributes to Bharat🇮🇳 Ratna AtalBihariVajpayee Ji on his Jayanti. Today we stand strong as a nation with commitment of progress & growth by following the path of Atal Ji. He inspired and ruled millions of hearts with his work. |,positive,0.9516434669494629
